corp_ticker,name,recept_no,flr_nm,recept_date,rm
006260,[기재정정]사업보고서 (2024.12),20250814002856,LS,20250814,연
229640,사업보고서 (2024.12),20250318000837,LS에코에너지,20250318,연
108320,[기재정정]사업보고서 (2024.12),20250312001059,LX세미콘,20250312,연
001120,사업보고서 (2024.12),20250320000626,LX인터내셔널,20250320,연
086960,사업보고서 (2024.12),20250320001212,MDS테크,20250320,연
023150,사업보고서 (2024.12),20250312000625,MH에탄올,20250312,연
035420,사업보고서 (2024.12),20250318000645,NAVER,20250318,연
181710,[기재정정]사업보고서 (2024.12),20250331004208,NHN,20250331,연
338100,사업보고서 (2025.05),20250813001421,NH프라임리츠,20250813,
338100,[기재정정]사업보고서 (2024.11),20250214002376,NH프라임리츠,20250214,
034310,사업보고서 (2024.12),20250318000811,NICE,20250318,연
063570,사업보고서 (2024.12),20250317000969,NICE인프라,20250317,연
008260,사업보고서 (2024.12),20250313000820,NI스틸,20250313,
004250,사업보고서 (2024.12),20250321001553,엔피씨,20250321,연
456040,사업보고서 (2024.12),20250314001304,OCI,20250314,연
010950,사업보고서 (2024.12),20250319000503,S-Oil,20250319,연
950110,사업보고서 (2025.03),20250627000295,SBI핀테크솔루션즈,20250627,연
005090,사업보고서 (2024.12),20250312001090,SGC에너지,20250312,연
001380,사업보고서 (2024.12),20250319000355,SG글로벌,20250319,연
001770,사업보고서 (2024.12),20250318000112,SHD,20250318,
002360,사업보고서 (2024.12),20250320000777,SH에너지화학,20250320,연
009160,[기재정정]사업보고서 (2024.12),20250814003101,SIMPAC,20250814,연
123700,[첨부정정]사업보고서 (2024.12),20250321000422,에스제이엠,20250321,연
025530,사업보고서 (2024.12),20250320001596,에스제이엠홀딩스,20250320,연
011790,[기재정정]사업보고서 (2024.12),20250318001448,SKC,20250318,연
018670,사업보고서 (2024.12),20250312000964,SK가스,20250312,연
001740,사업보고서 (2024.12),20250318000975,SK네트웍스,20250318,연
210980,사업보고서 (2024.12),20250314001183,SK디앤디,20250314,연
395400,사업보고서 (2025.06),20250922000291,SK리츠,20250922,연
395400,사업보고서 (2025.03),20250611000555,SK리츠,20250611,연
395400,사업보고서 (2024.12),20250312001045,SK리츠,20250312,연
034730,사업보고서 (2024.12),20250318001364,SK,20250318,연
402340,사업보고서 (2024.12),20250319001044,SK스퀘어,20250319,연
361610,사업보고서 (2024.12),20250317000867,SK아이이테크놀로지,20250317,연
100090,[기재정정]사업보고서 (2024.12),20250814001175,SK오션플랜트,20250814,연
096770,사업보고서 (2024.12),20250318000862,SK이노베이션,20250318,연
001510,사업보고서 (2024.12),20250319001113,SK증권,20250319,연
285130,사업보고서 (2024.12),20250318000565,SK케미칼,20250318,연
017670,사업보고서 (2024.12),20250317000684,SK텔레콤,20250317,연
003570,사업보고서 (2024.12),20250220001259,SNT다이내믹스,20250220,연
064960,사업보고서 (2024.12),20250220001279,SNT모티브,20250220,연
100840,사업보고서 (2024.12),20250220001320,SNT에너지,20250220,연
036530,사업보고서 (2024.12),20250220001567,SNT홀딩스,20250220,연
005610,사업보고서 (2024.12),20250318001175,SPC삼립,20250318,연
465770,사업보고서 (2024.12),20250320001570,STX그린로지스,20250320,연
011810,사업보고서 (2024.12),20250320001714,STX,20250320,연
077970,사업보고서 (2024.12),20250321000939,STX엔진,20250321,연
084870,사업보고서 (2024.12),20250320000173,티비에이치글로벌,20250320,연
002710,사업보고서 (2024.12),20250319000643,TCC스틸,20250319,연
024070,사업보고서 (2024.12),20250320000660,WISCOM,20250320,연
079940,사업보고서 (2024.12),20250319000755,가비아,20250319,연
078890,사업보고서 (2024.12),20250318001290,가온그룹,20250318,연
000500,[기재정정]사업보고서 (2024.12),20250320000299,가온전선,20250320,연
399720,[기재정정]사업보고서 (2024.12),20250814003602,가온칩스,20250814,연
036620,사업보고서 (2024.12),20250318001099,감성코퍼레이션,20250318,
000860,사업보고서 (2024.12),20250318001036,강남제비스코,20250318,연
198440,사업보고서 (2024.12),20250319000398,강동씨앤엘,20250319,
217730,사업보고서 (2024.12),20250318000827,강스템바이오텍,20250318,
035250,사업보고서 (2024.12),20250318001106,강원랜드,20250318,연
114190,[기재정정]사업보고서 (2024.12),20250814004064,강원에너지,20250814,연
094480,[기재정정]사업보고서 (2024.12),20250321001956,갤럭시아머니트리,20250321,연
011420,[기재정정]사업보고서 (2024.12),20250814002546,갤럭시아에스엠,20250814,
039240,사업보고서 (2024.12),20250310000522,경남스틸,20250310,
053950,사업보고서 (2024.12),20250312000888,경남제약,20250312,연
002100,사업보고서 (2024.12),20250317000859,경농,20250317,연
009450,사업보고서 (2024.12),20250318000908,경동나비엔,20250318,연
267290,사업보고서 (2024.12),20250318000876,경동도시가스,20250318,연
012320,사업보고서 (2024.12),20250320001376,경동인베스트,20250320,연
011040,[첨부추가]사업보고서 (2024.12),20250320001428,경동제약,20250320,연
000050,사업보고서 (2024.12),20250320001362,경방,20250320,연
214390,사업보고서 (2024.12),20250318001404,경보제약,20250318,
012610,사업보고서 (2024.12),20250320000738,경인양행,20250320,연
009140,사업보고서 (2024.12),20250312000686,경인전자,20250312,연
024910,사업보고서 (2024.12),20250319000380,경창산업,20250319,연
013580,[기재정정]사업보고서 (2024.12),20250814001751,계룡건설산업,20250814,연
012200,사업보고서 (2024.12),20250314001765,계양전기,20250314,연
002140,사업보고서 (2024.12),20250312000333,고려산업,20250312,연
049720,사업보고서 (2024.12),20250317000548,고려신용정보,20250317,연
010130,[기재정정]사업보고서 (2024.12),20250331003521,고려아연,20250331,연
002240,[기재정정]사업보고서 (2024.12),20250515002790,고려제강,20250515,연
014570,사업보고서 (2024.12),20250313000419,고려제약,20250313,
348150,사업보고서 (2024.12),20250320001682,고바이오랩,20250320,연
950190,사업보고서 (2024.12),20250320001365,고스트스튜디오,20250320,연
098460,사업보고서 (2024.12),20250314001353,고영,20250314,연
035290,사업보고서 (2024.12),20250318001388,골드앤에스,20250318,
215000,사업보고서 (2024.12),20250320001486,골프존,20250320,연
121440,사업보고서 (2024.12),20250320001249,골프존홀딩스,20250320,연
366030,사업보고서 (2024.12),20250319000977,공구우먼,20250319,연
009290,[기재정정]사업보고서 (2024.12),20250325000803,광동제약,20250325,연
014200,사업보고서 (2024.12),20250318000849,광림,20250318,
017040,[기재정정]사업보고서 (2024.12),20250814002376,광명전기,20250814,
029480,사업보고서 (2024.12),20250321000896,광무,20250321,연
017900,사업보고서 (2024.12),20250320000952,광전자,20250320,연
037710,[기재정정]사업보고서 (2024.12),20250313000495,광주신세계,20250313,
026910,사업보고서 (2024.12),20250314000648,광진실업,20250314,연
030610,사업보고서 (2024.12),20250313000901,교보증권,20250313,연
339770,[기재정정]사업보고서 (2024.12),20250324000180,교촌에프앤비,20250324,연
053270,사업보고서 (2024.12),20250318000572,구영테크,20250318,연
007690,[기재정정]사업보고서 (2024.12),20250321001221,국도화학,20250321,연
066620,[기재정정]사업보고서 (2024.12),20250814002253,국보디자인,20250814,연
001140,사업보고서 (2024.12),20250321001993,국보,20250321,연
043650,[첨부추가]사업보고서 (2024.12),20250318000984,국순당,20250318,연
006050,사업보고서 (2024.12),20250317000903,국영지앤엠,20250317,
060480,사업보고서 (2024.12),20250317000624,국일신동,20250317,
078130,사업보고서 (2024.12),20250320001247,국일제지,20250320,연
307750,[기재정정]사업보고서 (2024.12),20250321001847,국전약품,20250321,연
002720,[첨부정정]사업보고서 (2024.12),20250320000780,국제약품,20250320,연
035080,사업보고서 (2024.12),20250321001841,그래디언트,20250321,연
114090,[기재정정]사업보고서 (2024.12),20250328001704,GKL,20250328,연
900290,사업보고서 (2025.06),20251023000250,GRT,20251023,연
453450,사업보고서 (2024.12),20250321001848,그리드위즈,20250321,연
204020,사업보고서 (2024.12),20250313000307,그리티,20250313,연
402490,[기재정정]사업보고서 (2024.12),20250814001330,그린리소스,20250814,연
402490,[기재정정]사업보고서 (2024.12),20250320001353,그린리소스,20250320,연
114450,사업보고서 (2024.12),20250319000988,그린생명과학,20250319,
083420,사업보고서 (2024.12),20250318000396,그린케미칼,20250318,
186230,[기재정정]사업보고서 (2024.12),20250814000281,그린플러스,20250814,연
014530,사업보고서 (2024.12),20250320001025,극동유화,20250320,연
083450,[기재정정]사업보고서 (2024.12),20250319000134,GST,20250319,연
900070,사업보고서 (2024.12),20250425000505,글로벌에스엠,20250425,연
204620,사업보고서 (2024.12),20250321001335,글로벌텍스프리,20250321,연
019660,사업보고서 (2024.12),20250407004334,글로본,20250407,
019660,사업보고서제출기한연장신고서 (2024.12),20250321001700,글로본,20250321,
014280,[기재정정]사업보고서 (2024.12),20250319000431,금강공업,20250319,연
053260,[기재정정]사업보고서 (2024.12),20250814002959,금강철강,20250814,연
282720,사업보고서 (2024.12),20250321001729,금양그린파워,20250321,연
001570,사업보고서 (2024.12),20250321001823,금양,20250321,연
002990,[기재정정]사업보고서 (2024.12),20250814001090,금호건설,20250814,연
011780,사업보고서 (2024.12),20250317000810,금호석유화학,20250317,연
214330,사업보고서 (2024.12),20250317000938,금호에이치티,20250317,연
001210,사업보고서 (2024.12),20250318000723,금호전기,20250318,연
073240,사업보고서 (2024.12),20250318001169,금호타이어,20250318,연
036190,사업보고서 (2024.12),20250306000553,금화피에스시,20250306,연
049080,사업보고서 (2024.12),20250319000695,기가레인,20250319,연
420770,사업보고서 (2024.12),20250320000503,기가비스,20250320,
035460,사업보고서 (2024.12),20250320000752,기산텔레콤,20250320,연
092440,사업보고서 (2025.03),20250612000335,기신정기,20250612,연
000270,[기재정정]사업보고서 (2024.12),20250313001390,기아,20250313,연
013700,사업보고서 (2024.12),20250321001470,까뮤이앤씨,20250321,연
004540,사업보고서 (2024.12),20250320000849,깨끗한나라,20250320,연
407400,사업보고서 (2024.12),20250320000951,꿈비,20250320,연
187790,사업보고서 (2024.12),20250320000703,나노,20250320,연
121600,[첨부정정]사업보고서 (2024.12),20250331002537,나노신소재,20250331,연
286750,사업보고서 (2024.12),20250320000874,나노실리칸첨단소재,20250320,연
247660,사업보고서 (2024.12),20250320001357,나노씨엠에스,20250320,
039860,사업보고서 (2024.12),20250318000966,나노엔텍,20250318,연
091970,사업보고서 (2024.12),20250318001427,나노캠텍,20250318,연
417010,[첨부정정]사업보고서 (2024.12),20250325000600,나노팀,20250325,연
405920,사업보고서 (2024.12),20250318000972,나라셀라,20250318,연
051490,사업보고서 (2024.12),20250320000687,나라엠앤디,20250320,연
137080,사업보고서 (2024.12),20250318001008,나래나노텍,20250318,연
190510,사업보고서 (2024.12),20250319000370,나무가,20250319,연
242040,사업보고서 (2024.12),20250320000319,나무기술,20250320,연
293580,사업보고서 (2024.12),20250321000504,나우IB,20250321,연
138610,사업보고서 (2024.12),20250320001307,나이벡,20250320,
130580,사업보고서 (2024.12),20250313000602,나이스디앤비,20250313,연
036800,사업보고서 (2024.12),20250317000835,나이스정보통신,20250317,연
030190,사업보고서 (2024.12),20250314001653,NICE평가정보,20250314,연
267320,사업보고서 (2024.12),20250321000551,나인테크,20250321,연
001260,[기재정정]사업보고서 (2024.12),20250814001709,남광토건,20250814,연
008350,사업보고서 (2024.12),20250320001238,남선알미늄,20250320,연
004270,사업보고서 (2024.12),20250319000945,남성,20250319,연
003920,[기재정정]사업보고서 (2024.12),20250328000090,남양유업,20250328,연
025860,[첨부정정]사업보고서 (2024.12),20250320001558,남해화학,20250320,연
111710,사업보고서 (2024.12),20250317000237,남화산업,20250317,
091590,사업보고서 (2024.12),20250318001306,남화토건,20250318,연
168330,[기재정정]사업보고서 (2024.12),20251125000703,내츄럴엔도텍,20251125,연
094860,사업보고서 (2024.12),20250320001066,네오리진,20250320,연
253590,사업보고서 (2024.12),20250318000990,네오셈,20250318,연
212560,사업보고서 (2024.12),20250320001681,네오오토,20250320,
095660,사업보고서 (2024.12),20250319000997,네오위즈,20250319,연
042420,[기재정정]사업보고서 (2024.12),20250813001287,네오위즈홀딩스,20250813,연
950220,사업보고서 (2024.12),20250321001340,네오이뮨텍,20250321,연
311390,사업보고서 (2024.12),20250318001439,네오크레마,20250318,연
085910,사업보고서 (2024.12),20250318000900,네오티스,20250318,연
092730,사업보고서 (2024.12),20250317000438,네오팜,20250317,연
290660,사업보고서 (2024.12),20250320001036,네오펙트,20250320,연
306620,[첨부정정]사업보고서 (2024.12),20250327001198,네온테크,20250327,연
153460,사업보고서 (2024.12),20250311001128,네이블,20250311,
007390,사업보고서 (2024.12),20250319000970,네이처셀,20250319,연
033640,사업보고서 (2024.12),20250320001688,네패스,20250320,연
330860,사업보고서 (2024.12),20250320001701,네패스아크,20250320,
005720,사업보고서 (2024.12),20250318000857,넥센,20250318,연
002350,사업보고서 (2024.12),20250318001449,넥센타이어,20250318,연
089140,사업보고서 (2024.12),20250321001483,넥스턴앤롤코리아,20250321,연
389650,사업보고서 (2024.12),20250313001288,넥스트바이오메디컬,20250313,
137940,사업보고서 (2024.12),20250321001149,넥스트아이,20250321,연
160550,사업보고서 (2024.12),20250319001098,NEW,20250319,연
396270,사업보고서 (2024.12),20250317000646,넥스트칩,20250317,
348210,[기재정정]사업보고서 (2024.12),20250814003642,넥스틴,20250814,연
092790,[기재정정]사업보고서 (2024.12),20250331002907,넥스틸,20250331,연
225570,사업보고서 (2024.12),20250320001202,넥슨게임즈,20250320,연
205500,[기재정정]사업보고서 (2024.12),20250814002887,넥써쓰,20250814,연
217270,사업보고서 (2024.12),20250318001442,넵튠,20250318,연
251270,사업보고서 (2024.12),20250321001686,넷마블,20250321,연
104620,사업보고서 (2024.12),20250319000908,노랑풍선,20250319,연
090350,사업보고서 (2024.12),20250313001422,노루페인트,20250313,연
000320,[기재정정]사업보고서 (2024.12),20250814002541,노루홀딩스,20250814,연
473980,[기재정정]사업보고서 (2024.12),20250509000006,노머스,20250509,연
194700,사업보고서 (2024.12),20250320000788,노바렉스,20250320,연
285490,사업보고서 (2024.12),20250320001246,노바텍,20250320,연
145170,[기재정정]사업보고서 (2024.12),20250331001613,노브랜드,20250331,연
106520,[기재정정]사업보고서 (2024.12),20250414001335,노블엠앤비,20250414,연
106520,사업보고서제출기한연장신고서 (2024.12),20250321000802,노블엠앤비,20250321,
376930,사업보고서 (2024.12),20250318001048,노을,20250318,연
006280,사업보고서 (2024.12),20250318001288,녹십자,20250318,연
142280,[기재정정]사업보고서 (2024.12),20250319001141,녹십자엠에스,20250319,연
234690,사업보고서 (2024.12),20250317001013,녹십자웰빙,20250317,연
005250,사업보고서 (2024.12),20250318001422,녹십자홀딩스,20250318,연
004370,사업보고서 (2024.12),20250312000711,농심,20250312,연
072710,[기재정정]사업보고서 (2024.12),20250814002854,농심홀딩스,20250814,연
054050,사업보고서 (2024.12),20250319001031,농우바이오,20250319,연
403490,사업보고서 (2024.12),20250321001965,우듬지팜,20250321,연
069140,사업보고서 (2024.12),20250320001029,누리플랜,20250320,연
040160,[기재정정]사업보고서 (2024.12),20250327000145,누리플렉스,20250327,연
332290,사업보고서 (2024.12),20250320001064,누보,20250320,연
348340,[기재정정]사업보고서 (2024.12),20250814003429,뉴로메카,20250814,연
060260,사업보고서 (2024.12),20250321001696,뉴보텍,20250321,연
123840,사업보고서 (2024.12),20250319001016,뉴온,20250319,연
012340,[기재정정]사업보고서 (2024.12),20250318001416,뉴인텍,20250318,연
270870,사업보고서 (2024.12),20250321001735,뉴트리,20250321,연
144960,[기재정정]사업보고서 (2024.12),20250324000690,뉴파워프라즈마,20250324,연
085670,사업보고서 (2024.12),20250320001666,뉴프렉스,20250320,연
064260,[기재정정]사업보고서 (2024.12),20250327001265,다날,20250327,연
340360,사업보고서 (2024.12),20250321000528,다보링크,20250321,
039560,사업보고서 (2024.12),20250321001345,다산네트웍스,20250321,연
154040,사업보고서 (2024.12),20250321001293,다산솔루에타,20250321,
058730,사업보고서 (2024.12),20250314000954,다스코,20250314,연
030210,[기재정정]사업보고서 (2024.12),20250317000595,다올투자증권,20250317,연
023590,사업보고서 (2024.12),20250318001202,다우기술,20250318,연
032190,사업보고서 (2024.12),20250320001297,다우데이타,20250320,연
323350,사업보고서 (2024.12),20250319000494,다원넥스뷰,20250319,
068240,[기재정정]사업보고서 (2024.12),20250814002587,다원시스,20250814,연
145210,사업보고서 (2024.12),20250321001537,다이나믹디자인,20250321,연
464580,사업보고서 (2024.12),20250318001030,닷밀,20250318,
019680,[기재정정]사업보고서 (2024.12),20250819000071,대교,20250819,연
006370,사업보고서 (2024.12),20250321000349,대구백화점,20250321,연
008060,사업보고서 (2024.12),20250320001383,대덕,20250320,연
353200,사업보고서 (2024.12),20250319000892,대덕전자,20250319,연
020400,사업보고서 (2024.12),20250318000643,대동금속,20250318,
008830,사업보고서 (2024.12),20250314000238,대동기어,20250314,
000490,사업보고서 (2024.12),20250318001356,대동,20250318,연
048470,사업보고서 (2024.12),20250318000272,대동스틸,20250318,
008110,사업보고서 (2025.03),20250619000257,대동전자,20250619,연
004780,사업보고서 (2024.12),20250313001272,대륙제관,20250313,
005750,[기재정정]사업보고서 (2024.12),20250321001769,대림바스,20250321,연
017650,사업보고서 (2024.12),20250320000731,대림제지,20250320,연
006570,사업보고서 (2024.12),20250320001663,대림통상,20250320,연
389260,사업보고서 (2024.12),20250319001063,대명에너지,20250319,연
317850,사업보고서 (2024.12),20250319000480,대모,20250319,연
290670,[기재정정]사업보고서 (2024.12),20250814004421,대보마그네틱,20250814,연
078140,사업보고서 (2024.12),20250321000601,대봉엘에스,20250321,연
065150,사업보고서 (2024.12),20250321001891,대산F&B,20250321,연
001680,[기재정정]사업보고서 (2024.12),20250321000555,대상,20250321,연
084690,사업보고서 (2024.12),20250319001086,대상홀딩스,20250319,연
036480,사업보고서 (2024.12),20250318000467,대성미생물,20250318,
128820,사업보고서 (2024.12),20250320001121,대성산업,20250320,연
117580,사업보고서 (2024.12),20250320001296,대성에너지,20250320,연
027830,사업보고서 (2024.12),20250319001089,대성창투,20250319,
104040,사업보고서 (2024.12),20250311000650,대성파인텍,20250311,
129920,사업보고서 (2024.12),20250321001757,대성하이텍,20250321,연
016710,사업보고서 (2024.12),20250320000999,대성홀딩스,20250320,연
020180,사업보고서 (2025.03),20250619000193,대신정보통신,20250619,
003540,[기재정정]사업보고서 (2024.12),20250813001479,대신증권,20250813,연
045390,[기재정정]사업보고서 (2024.12),20250814003698,대아티아이,20250814,연
009190,[기재정정]사업보고서 (2024.12),20250731000398,대양금속,20250731,
108380,사업보고서 (2024.12),20250318001187,대양전기공업,20250318,연
014160,사업보고서 (2024.12),20250320001314,대영포장,20250320,
047040,[기재정정]사업보고서 (2024.12),20250813000868,대우건설,20250813,연
003090,[기재정정]사업보고서 (2024.12),20250814004337,대웅,20250814,연
069620,[기재정정]사업보고서 (2024.12),20250814004375,대웅제약,20250814,연
007680,사업보고서 (2024.12),20250320000690,대원,20250320,연
000430,[기재정정]사업보고서 (2024.12),20250814001679,대원강업,20250814,연
048910,사업보고서 (2024.12),20250318000965,대원미디어,20250318,연
005710,사업보고서 (2024.12),20250320000948,대원산업,20250320,연
006340,사업보고서 (2024.12),20250313000035,대원전선,20250313,연
003220,사업보고서 (2024.12),20250320001537,대원제약,20250320,연
024890,사업보고서 (2024.12),20250320001317,대원화성,20250320,연
290380,사업보고서 (2024.12),20250321001166,대유,20250321,
002880,사업보고서 (2024.12),20250317000599,대유에이텍,20250317,연
120240,사업보고서 (2024.12),20250318000203,대정화금,20250318,
003310,사업보고서 (2024.12),20250318000629,대주산업,20250318,연
078600,사업보고서 (2024.12),20250318001023,대주전자재료,20250318,연
393970,[첨부정정]사업보고서 (2024.12),20250324000700,대진첨단소재,20250324,연
015230,사업보고서 (2024.12),20250320000634,대창단조,20250320,연
012800,[첨부추가]사업보고서 (2024.12),20250318001233,대창,20250318,연
096350,사업보고서 (2024.12),20250321001102,대창솔루션,20250321,연
140520,사업보고서 (2024.12),20250321000820,대창스틸,20250321,연
131220,사업보고서 (2024.12),20250320000275,대한과학,20250320,연
010170,사업보고서 (2024.12),20250320001578,대한광통신,20250320,연
054670,사업보고서 (2024.12),20250310000461,대한뉴팜,20250310,
001070,[기재정정]사업보고서 (2024.12),20250814002484,대한방직,20250814,연
023910,사업보고서 (2024.12),20250318000608,대한약품,20250318,
006650,사업보고서 (2024.12),20250306000568,대한유화,20250306,연
001440,[기재정정]사업보고서 (2024.12),20250325001056,대한전선,20250325,연
084010,사업보고서 (2024.12),20250320000395,대한제강,20250320,연
001790,사업보고서 (2024.12),20250313001084,대한제당,20250313,연
001130,사업보고서 (2024.12),20250313001408,대한제분,20250313,연
003490,사업보고서 (2024.12),20250318001334,대한항공,20250318,연
005880,사업보고서 (2024.12),20250320001093,대한해운,20250320,연
003830,[기재정정]사업보고서 (2024.12),20250814002004,대한화섬,20250814,
016090,사업보고서 (2024.12),20250321001236,대현,20250321,
069460,[기재정정]사업보고서 (2024.12),20250711000353,대호에이엘,20250711,
021040,[기재정정]사업보고서 (2024.12),20250814001995,대호특수강,20250814,연
067080,사업보고서 (2024.12),20250321001162,대화제약,20250321,연
043090,사업보고서 (2024.12),20250411003495,더테크놀로지,20250411,연
043090,사업보고서제출기한연장신고서 (2024.12),20250319001093,더테크놀로지,20250319,
298540,사업보고서 (2024.12),20250320001718,더네이쳐홀딩스,20250320,연
032860,사업보고서 (2024.12),20250314001663,더라미,20250314,
214610,[기재정정]사업보고서 (2024.12),20250515002171,롤링스톤,20250515,연
475560,사업보고서 (2024.12),20250320000574,더본코리아,20250320,연
192080,사업보고서 (2024.12),20250318001413,더블유게임즈,20250318,연
393890,사업보고서 (2024.12),20250319000586,더블유씨피,20250319,연
299170,[기재정정]사업보고서 (2024.12),20250331004312,더블유에스아이,20250331,연
089230,사업보고서 (2024.12),20250320001018,THE E&M,20250320,연
012510,사업보고서 (2024.12),20250317001028,더존비즈온,20250317,연
462860,사업보고서 (2024.12),20250328001780,더즌,20250328,연
224060,[기재정정]사업보고서 (2024.12),20251119000036,더코디,20251119,연
213420,사업보고서 (2024.12),20250319000933,덕산네오룩스,20250319,연
317330,사업보고서 (2024.12),20250321001570,덕산테코피아,20250321,연
077360,[기재정정]사업보고서 (2024.12),20250327000920,덕산하이메탈,20250327,연
004830,사업보고서 (2024.12),20250317000503,덕성,20250317,연
090410,사업보고서 (2024.12),20250226006130,덕신이피씨,20250226,연
263600,사업보고서 (2024.12),20250320000903,덕우전자,20250320,연
194480,사업보고서 (2024.12),20250318001090,데브시스터즈,20250318,연
373160,사업보고서 (2024.12),20250319000172,데이원컴퍼니,20250319,연
263800,사업보고서 (2024.12),20250312000588,데이타솔루션,20250312,
206560,사업보고서 (2024.12),20250320001205,덱스터,20250320,연
261200,사업보고서 (2024.12),20250319000812,덴티스,20250319,연
